"","Course ID","Course Title","Course Credits","Section","Day","Time","Building","Instructor","Final Exam","Seats","Enroll","WaitList"
"2174","L33 Psych 592","Research in Psychology","Var. Units (max = 3.0)","23","TBA","","See Dept /       ","[TBA]","See Department","999","0","0"
"2175","L33 Psych 592","Research in Psychology","Var. Units (max = 3.0)","25","TBA","","See Dept /       ","Hale","See Department","999","0","0"
"2176","L33 Psych 592","Research in Psychology","Var. Units (max = 3.0)","26","TBA","","See Dept /       ","Myerson","See Department","999","0","0"
"2177","L33 Psych 592","Research in Psychology","Var. Units (max = 3.0)","27","TBA","","TBA","Hill","See Department","999","0","0"
"2178","L33 Psych 592","Research in Psychology","Var. Units (max = 3.0)","28","TBA","","TBA","Zacks","See Department","999","0","0"
"2179","L33 Psych 592","Research in Psychology","Var. Units (max = 3.0)","29","TBA","","TBA","Van Engen","See Department","999","0","0"
"2180","L33 Psych 592","Research in Psychology","Var. Units (max = 3.0)","30","TBA","","See Dept /       ","Abrams","See Department","999","0","0"
"2181","L33 Psych 592","Research in Psychology","Var. Units (max = 3.0)","31","TBA","","TBA","Reagh","See Department","999","0","0"
"2182","L33 Psych 592","Research in Psychology","Var. Units (max = 3.0)","32","TBA","","TBA","Oltmanns","See Department","999","0","0"
"2183","L33 Psych 592","Research in Psychology","Var. Units (max = 3.0)","33","TBA","","TBA","Carpenter","See Department","999","0","0"
"2184","L33 Psych 592","Research in Psychology","Var. Units (max = 3.0)","34","TBA","","TBA","Willroth","See Department","999","0","0"
"2185","L33 Psych 592","Research in Psychology","Var. Units (max = 3.0)","35","TBA","","TBA","Sun","See Department","999","0","0"
"2186","L33 Psych 592","Research in Psychology","Var. Units (max = 3.0)","36","TBA","","See Dept /       ","Lambert","See Department","999","0","0"
"2187","L33 Psych 592","Research in Psychology","Var. Units (max = 3.0)","37","TBA","","See Dept /       ","Wilfley","See Department","999","0","0"
"2188","L33 Psych 592","Research in Psychology","Var. Units (max = 3.0)","38","TBA","","TBA","McDaniel","See Department","999","0","0"
"2189","L33 Psych 592","Research in Psychology","Var. Units (max = 3.0)","39","TBA","","TBA","Thompson","See Department","999","0","0"
"2190","L33 Psych 592","Research in Psychology","Var. Units (max = 3.0)","40","TBA","","TBA","Head","See Department","999","0","0"
"2191","L33 Psych 592","Research in Psychology","Var. Units (max = 3.0)","41","TBA","","TBA","Baugh","See Department","0","0","0"
"2192","L33 Psych 592","Research in Psychology","Var. Units (max = 3.0)","42","TBA","","TBA","Rodebaugh","See Department","999","0","0"
"2193","L33 Psych 592","Research in Psychology","Var. Units (max = 3.0)","43","TBA","","TBA","Graduate Director","See Department","999","0","0"
"2194","L33 Psych 592","Research in Psychology","Var. Units (max = 3.0)","45","TBA","","TBA","Boyer","See Department","999","0","0"
"2195","L33 Psych 592","Research in Psychology","Var. Units (max = 3.0)","46","TBA","","TBA","Kool","See Department","999","0","0"
"2196","L33 Psych 5958","Emotion Regulation","3.0 Units","01","--W----","2:00P-4:50P","TBA","English","Paper/Project/Take Home","0","0","0"
"2197","L33 Psych 5999","Recent Advances in Psychological Science Seminar Series","1.0 Unit","01","M------","4:00P-5:20P","TBA","Bugg","No Final","175","0","0"
"2198","L77 WGSS 100B","Introduction to Women, Gender, and Sexuality Studies","3.0 Units","01","M-W----","8:30A-9:50A","TBA","Ake","May  2 2024  8:00AM - 10:00AM","0","0","0"
"2199","L77 WGSS 100B","Introduction to Women, Gender, and Sexuality Studies","3.0 Units","02","M-W----","4:00P-5:20P","TBA","Tilghman","May  8 2024  6:00PM -  8:00PM","0","0","0"
"2200","L77 WGSS 100B","Introduction to Women, Gender, and Sexuality Studies","3.0 Units","03","-T-R---","10:00A-11:20A","TBA","Esparza","May  7 2024  6:00PM -  8:00PM","0","0","0"
"2201","L77 WGSS 100B","Introduction to Women, Gender, and Sexuality Studies","3.0 Units","04","-T-R---","1:00P-2:20P","TBA","Barounis","Paper/Project/Take Home","0","0","0"
"2202","L77 WGSS 100B","Introduction to Women, Gender, and Sexuality Studies","3.0 Units","05","M-W----","11:30A-12:50P","TBA","Bujan","May  7 2024 10:30AM - 12:30PM","0","0","0"
"2203","L77 WGSS 100B","Introduction to Women, Gender, and Sexuality Studies","3.0 Units","06","-T-R---","11:30A-12:50P","TBA","Windle","May  6 2024  1:00PM -  3:00PM","0","0","0"
"2204","L77 WGSS 299","Independent Study: Internships","Var. Units (max = 3.0)","01","TBA","","TBA","Cislo","No Final","0","0","0"
"2205","L77 WGSS 299","Independent Study: Internships","Var. Units (max = 3.0)","02","TBA","","(None) /       ","Ake","No Final","0","0","0"
"2206","L77 WGSS 2991","Undergraduate Teaching Assistant","Var. Units (max = 3.0)","01","TBA","","TBA","Wanzo","No Final","0","0","0"
"2207","L77 WGSS 2991","Undergraduate Teaching Assistant","Var. Units (max = 3.0)","02","TBA","","TBA","Kimoto","No Final","0","0","0"
"2208","L77 WGSS 2991","Undergraduate Teaching Assistant","Var. Units (max = 3.0)","03","TBA","","TBA","Chandra","No Final","0","0","0"
"2209","L77 WGSS 2991","Undergraduate Teaching Assistant","Var. Units (max = 3.0)","04","TBA","","TBA","Bailey","No Final","0","0","0"
"2210","L77 WGSS 2991","Undergraduate Teaching Assistant","Var. Units (max = 3.0)","05","TBA","","TBA","Brown","No Final","0","0","0"
"2211","L77 WGSS 2991","Undergraduate Teaching Assistant","Var. Units (max = 3.0)","08","TBA","","TBA","Cislo","No Final","0","0","0"
"2212","L77 WGSS 2991","Undergraduate Teaching Assistant","Var. Units (max = 3.0)","09","TBA","","TBA","Barounis","No Final","0","0","0"
"2213","L77 WGSS 2991","Undergraduate Teaching Assistant","Var. Units (max = 3.0)","10","TBA","","TBA","Sangrey","No Final","0","0","0"
"2214","L77 WGSS 2991","Undergraduate Teaching Assistant","Var. Units (max = 3.0)","11","TBA","","TBA","Ake","No Final","0","0","0"
"2215","L77 WGSS 303","Gender and Education","3.0 Units","01","M-W----","1:00P-2:20P","TBA","Lisa Gilbert","Paper/Project/Take Home","12","0","0"
"2216","L77 WGSS 3031","Queer Theory","3.0 Units","01","-T-R---","11:30A-12:50P","TBA","Barounis","Paper/Project/Take Home","0","0","0"
"2217","L77 WGSS 3032","Music and Queer Performance","3.0 Units","01","M-W----","2:30P-3:50P","Music Cls Bldg / 102   ","Wangpaiboonkit","No Final","25","0","0"
"2218","L77 WGSS 3041","Making Sex and Gender: Understanding the History of the Body","3.0 Units","01","-T-R---","10:00A-11:20A","TBA","Cislo","Paper/Project/Take Home","0","0","0"
"2219","L77 WGSS 3051","Culture and Identity: Indigenous Feminisms","3.0 Units","01","M-W----","1:00P-2:20P","TBA","Ghanayem","Paper/Project/Take Home","20","0","0"
"2220","L77 WGSS 3101","An Intellectual History of Sex and Gender: Text and Traditions","3.0 Units","01","-T-R---","10:00A-11:20A","TBA","Purchase","Paper/Project/Take Home","19","0","0"
"2221","L77 WGSS 3174","Community Engaged Learning: Feminist and Queer Community Praxis","4.0 Units","01","M-W----","4:00P-5:20P","TBA","Tamsin Kimoto","No Final","0","0","0"
"2222","L77 WGSS 3211","American Religion, Law, and Sexual Politics","3.0 Units","01","-T-R---","11:30A-12:50P","TBA","[TBA]","May  6 2024  1:00PM -  3:00PM","20","0","0"
"2223","L77 WGSS 3226","A Rainbow Thread: A History of Queer Identities in Judaism and Islam","3.0 Units","01","M-W----","4:00P-5:20P","TBA","Jay","Project","15","0","0"
"2224","L77 WGSS 323A","Sex Trafficking","3.0 Units","01","-T-R---","4:00P-5:20P","TBA","Nichols","Paper/Project/Take Home","0","0","0"
"2225","L77 WGSS 332","Feminist Philosophy","3.0 Units","01","M-W----","4:00P-5:50P","TBA","Watson","May  3 2024  6:00PM -  8:00PM","35","0","0"
"2226","L77 WGSS 3323","Women and Islam","3.0 Units","01","M------","3:00P-5:50P","McMillan / G057  ","Beck","No Final","11","0","0"
"2227","L77 WGSS 340","Israeli Women Writers","3.0 Units","01","M-W----","11:30A-12:50P","TBA","Berg","Paper/Project/Take Home","16","0","0"
"2228","L77 WGSS 3522","Topics in Literature: Drama Queens: Cleopatra in Elizabethan England","3.0 Units","01","M-W----","11:30A-12:50P","TBA","Sommers","Paper/Project/Take Home","19","0","0"
"2229","L77 WGSS 354","No Boys Allowed: Girlhood and Programming for Girls in 19th and 20th Centuries, United States","3.0 Units","01","-T-R---","1:00P-2:20P","TBA","Cislo","Paper/Project/Take Home","0","0","0"
"2230","L77 WGSS 3561","Law, Gender, and Justice","3.0 Units","01","--W----","4:00P-6:50P","AB Law Bldg / 306   ","Appleton","No Final","0","0","0"
"2231","L77 WGSS 360","Trans Studies","3.0 Units","01","M-W----","1:00P-2:20P","TBA","Kimoto","Paper/Project/Take Home","0","0","0"
"2232","L77 WGSS 3622","Women, Health, and Media","3.0 Units","01","M-W----","10:00A-11:20A","TBA","Wanzo","Paper/Project/Take Home","0","0","0"
"2233","L77 WGSS 383A","Topics in WGSS: Sex in the City: Gender, Sexuality, and the Urban Landscape","3.0 Units","01","-T-R---","1:00P-2:20P","TBA","Esparza","Paper/Project/Take Home","0","0","0"
"2234","L77 WGSS 393","Gender Violence","3.0 Units","01","-T-R---","2:30P-3:50P","TBA","Ake","May  8 2024  3:30PM -  5:30PM","0","0","0"
"2235","L77 WGSS 393","Gender Violence","3.0 Units","A","--W----","2:00P-2:50P","TBA","Ake","No Final","14","0","0"
"2236","L77 WGSS 393","Gender Violence","3.0 Units","B","--W----","3:00P-3:50P","TBA","Ake","No Final","14","0","0"
"2237","L77 WGSS 393","Gender Violence","3.0 Units","C","--W----","4:00P-4:50P","TBA","Ake","No Final","12","0","0"
"2238","L77 WGSS 4102","Everyday Unruliness: Feminist and Queer Resistance","3.0 Units","01","M------","3:00P-5:50P","TBA","Berg","Paper/Project/Take Home","0","0","0"
"2239","L77 WGSS 419","Feminist Literary and Cultural Theory","3.0 Units","01","-T-R---","10:00A-11:20A","Ridgley / 310   ","Tsuchiya","Paper/Project/Take Home","0","0","0"
"2240","L77 WGSS 427","Technology and Feminist Practice: Gender Violence Prevention Tools","3.0 Units","01","M-W----","10:00A-11:20A","TBA","Ake","Paper/Project/Take Home","19","0","0"
"2241","L77 WGSS 433A","Performing Gender & Sexuality in America","3.0 Units","01","M-W----","10:00A-11:20A","TBA","Das","Paper/Project/Take Home","19","0","0"
"2242","L77 WGSS 444B","Sex and Gender in Public","1.5 Units","01","-T-----","4:00P-5:20P","TBA","Wanzo","No Final","0","0","0"
"2243","L77 WGSS 4496","Modern Japanese Women Writers","3.0 Units","01","-T-R---","1:00P-2:20P","TBA","Copeland","Paper/Project/Take Home","19","0","0"
"2244","L77 WGSS 481","Selected English Writers I: Virginia Woolf: Novelist and Feminist","3.0 Units","01","M-W----","11:30A-12:50P","TBA","Sherry","No Final","19","0","0"
"2245","L77 WGSS 5085","Everyday Unruliness: Feminist and Queer Resistance","3.0 Units","01","M------","3:00P-5:50P","TBA","Berg","Paper/Project/Take Home","0","0","0"
"2246","L77 WGSS 5150","Feminist Literary and Cultural Theory","3.0 Units","01","-T-R---","10:00A-11:20A","Ridgley / 310   ","Tsuchiya","Paper/Project/Take Home","0","0","0"
"2247","L86 PBPM Study 323","Human Anatomy & Physiology II","5.0 Units","01","M------","7:00P-10:00P","TBA","Braude, Keadle","No Final","0","0","0"
"2248","L86 PBPM Study 323","Human Anatomy & Physiology II","5.0 Units","A","M-W----","4:45P-6:45P","Rebstock / 217   ","Keadle","No Final","0","0","0"
"2249","L86 PBPM Study 323","Human Anatomy & Physiology II","5.0 Units","B","M--R---","4:45P-6:45P","Rebstock / 217   ","Keadle","No Final","0","0","0"
"2250","L86 PBPM Study 323","Human Anatomy & Physiology II","5.0 Units","C","--WT---","4:45P-6:45P","Rebstock / 217   ","Keadle","No Final","0","0","0"
"2251","L86 PBPM Study 3231","Human Anatomy & Physiology II (Lecture Only)","3.0 Units","01","M------","4:00P-6:50P","McDonnell / 312   ","Braude","No Final","0","0","0"
"2252","L86 PBPM Study 3231","Human Anatomy & Physiology II (Lecture Only)","3.0 Units","A","------S","11:00A-1:00P","TBA","Braude","No Final","30","0","0"
"2253","L86 PBPM Study 406","Introduction to Biochemistry","3.0 Units","01","-T-R---","4:00P-5:20P","TBA","Smith","May  8 2024  6:00PM -  8:00PM","0","0","0"
"2254","L86 PBPM Study 406","Introduction to Biochemistry","3.0 Units","02","-T-----","6:30P-9:30P","TBA","Cruz","Exam Last Day of Class","0","0","0"
"2255","L86 PBPM Study 406","Introduction to Biochemistry","3.0 Units","03","--W----","6:00P-9:00P","TBA","Cruz","Exam Last Day of Class","0","0","0"
"2256","L86 PBPM Study 4391","Modern Genetics","3.0 Units","01","M------","6:00P-9:00P","TBA","Granok","Project","0","0","0"
"2257","L86 PBPM Study 4811","Advanced Wilderness Medicine","3.0 Units","01","--W----","4:00P-6:50P","TBA","Braude","No Final","0","0","0"
"2258","L15 Drama 201","Black Theater Workshop","3.0 Units","01","-T-R---","4:00P-5:20P","Wom Bldg / ST2   ","Himes","Paper/Project/Take Home","15","0","0"
"2259","L15 Drama 209","Introduction to Costume Construction","3.0 Units","01","-T-R---","1:00P-2:20P","Academy Bldg / 103   ","Green","Paper/Project/Take Home","12","0","0"
"2260","L15 Drama 212E","Introduction to Theater Production","3.0 Units","01","-T-R---","11:30A-12:50P","TBA","Morgan","No Final","40","0","0"
"2261","L15 Drama 214","Public Speaking: Embodied Communication","3.0 Units","01","M-W----","10:00A-11:20A","Wom Bldg / ST2   ","Whitaker","Paper/Project/Take Home","16","0","0"
"2262","L15 Drama 214","Public Speaking: Embodied Communication","3.0 Units","02","-T-R---","11:30A-12:50P","Wom Bldg / ST2   ","Matthews","Paper/Project/Take Home","12","0","0"
"2263","L15 Drama 214","Public Speaking: Embodied Communication","3.0 Units","03","-T-R---","2:30P-3:50P","Mallinckrodt / 101   ","Matthews","Paper/Project/Take Home","12","0","0"
"2264","L15 Drama 214","Public Speaking: Embodied Communication","3.0 Units","04","M-W----","10:00A-11:20A","TBA","Mohr","Paper/Project/Take Home","16","0","0"
"2265","L15 Drama 2401","Fundamentals of Acting","3.0 Units","01","M-W----","10:00A-11:20A","Mallinckrodt / 101   ","Urice","Paper/Project/Take Home","12","0","0"
"2266","L15 Drama 2401","Fundamentals of Acting","3.0 Units","02","M-W----","2:30P-3:50P","Wom Bldg / ST2   ","Mohr","Paper/Project/Take Home","12","0","0"
"2267","L15 Drama 2401","Fundamentals of Acting","3.0 Units","03","M-W----","11:30A-12:50P","Wom Bldg / ST2   ","Mohr","Paper/Project/Take Home","12","0","0"
"2268","L15 Drama 256","Contemporary Comedy: Stand-up, Sketch and Improv","3.0 Units","01","M-W-F--","3:00P-3:50P","TBA","Camp","No Final","19","0","0"
"2269","L15 Drama 257","Dance Theater Production","1.0 Unit","01","TBA","","TBA","Marchant","No Final","0","0","0"
"2270","L15 Drama 257","Dance Theater Production","1.0 Unit","15","TBA","","TBA","Savoie","No Final","0","0","0"
"2271","L15 Drama 300","Production Practicum","Var. Units (max = 2.0)","02","TBA","","TBA","Schvey","No Final","0","0","0"
"2272","L15 Drama 300","Production Practicum","Var. Units (max = 2.0)","04","TBA","","TBA","Slaughter","No Final","0","0","0"
"2273","L15 Drama 300","Production Practicum","Var. Units (max = 2.0)","07","TBA","","TBA","Pileggi","No Final","0","0","0"
"2274","L15 Drama 300","Production Practicum","Var. Units (max = 2.0)","10","TBA","","TBA","Himes","No Final","0","0","0"
"2275","L15 Drama 300","Production Practicum","Var. Units (max = 2.0)","14","TBA","","TBA","Green","No Final","0","0","0"
"2276","L15 Drama 300","Production Practicum","Var. Units (max = 2.0)","15","TBA","","TBA","Savoie","No Final","0","0","0"
"2277","L15 Drama 300","Production Practicum","Var. Units (max = 2.0)","16","TBA","","TBA","Morgan","No Final","0","0","0"
"2278","L15 Drama 3013","Politics and Performance in Historical Practice","3.0 Units","01","M-W----","11:30A-12:50P","Mallinckrodt / 326   ","McGinley","Paper/Project/Take Home","12","0","0"
"2279","L15 Drama 304","Makeup for the Stage","2.0 Units","01","-T-R---","10:00A-11:20A","Mallinckrodt / 110   ","Green","No Final","12","0","0"
"2280","L15 Drama 310","A Well Placed Light: Stage Lighting Design","3.0 Units","01","-T-R---","11:30A-12:50P","Mallinckrodt / 101   ","Savoie","Paper/Project/Take Home","17","0","0"
"2281","L15 Drama 314","Voice-Speech Laboratory","3.0 Units","01","M-W----","11:30A-12:50P","Mallinckrodt / 101   ","Matthews","May  7 2024 10:30AM - 12:30PM","12","0","0"
"2282","L15 Drama 3205","Acting for the Camera","3.0 Units","01","M------","4:00P-6:50P","TBA","Michael Reed","Paper/Project/Take Home","10","0","0"
"2283","L15 Drama 3411","Intermediate Acting: Scene and Character Study","3.0 Units","01","M-W----","1:00P-2:20P","Wom Bldg / ST2   ","Whitaker","See Instructor","12","0","0"
"2284","L15 Drama 3491","Media Cultures","3.0 Units","01","-T-R---","11:30A-12:50P","TBA","Hilu","May  6 2024  1:00PM -  3:00PM","19","0","0"
"2285","L15 Drama 3491","Media Cultures","3.0 Units","A","-T-----","7:00P-10:00P","TBA","Hilu","Default - none","19","0","0"
"2286","L15 Drama 351","Introduction to Playwriting","3.0 Units","01","-T-----","2:30P-5:20P","Mallinckrodt / 326   ","Mead Hunter","Paper/Project/Take Home","12","0","0"
"2287","L15 Drama 3524","Topics in Literature: Drama Queens: Cleopatra in Elizabethan England","3.0 Units","01","M-W----","11:30A-12:50P","TBA","Sommers","Paper/Project/Take Home","19","0","0"
"2288","L15 Drama 372","Advanced American Musical Theater","3.0 Units","01","-T-R---","1:00P-2:50P","Wom Bldg / ST1   ","Pileggi, Vonder Haar","No Final","12","0","0"
"2289","L15 Drama 4101","Retina Burn: Concert Lighting Technology","3.0 Units","01","-T-R---","1:00P-2:20P","Mallinckrodt / 101   ","Savoie","Paper/Project/Take Home","5","0","0"
"2290","L15 Drama 4140","Topics in Embodied Communication: Listening","Var. Units (max = 3.0)","01","----F--","9:00A-12:00P","Wom Bldg / ST1   ","Yermakova","No Final","19","0","0"
"2291","L15 Drama 4401","Advanced Acting","3.0 Units","01","M-W-F--","1:00P-2:20P","Wom Bldg / ST2   ","Urice","Paper/Project/Take Home","12","0","0"
"2292","L15 Drama 450","Advanced Scenic Design","3.0 Units","01","-T-R---","4:00P-5:20P","TBA","Morgan","No Final","15","0","0"
"2293","L15 Drama 453","Topics in American Drama: Tennessee Williams","3.0 Units","01","-T-R---","2:30P-3:50P","Mallinckrodt / 326   ","Schvey, Bonfiglio","Paper/Project/Take Home","12","0","0"
"2294","L15 Drama 4530","Presence in Performance: Alexander Technique and Mindful Movement for Performing Artists","3.0 Units","01","-T-R---","8:30A-9:50A","Mallinckrodt / 207   ","Marchant","No Final","8","0","0"
"2295","L15 Drama 4692","Shakespeare and Performance","3.0 Units","01","-T-R---","4:00P-5:20P","Mallinckrodt / 101   ","Henke","No Final","15","0","0"
"2296","L15 Drama 497","Performance Theory","3.0 Units","01","-T-R---","11:30A-12:50P","Mallinckrodt / 326   ","Camp","Paper/Project/Take Home","12","0","0"
"2297","L15 Drama 5100","A Well Placed Light: Stage Lighting Design","3.0 Units","01","-T-R---","11:30A-12:50P","Mallinckrodt / 101   ","Savoie","Paper/Project/Take Home","17","0","0"
"2298","L15 Drama 5140","Embodied Communication: Listening","Var. Units (max = 3.0)","01","----F--","9:00A-12:00P","Wom Bldg / ST1   ","Yermakova","No Final","19","0","0"
"2299","L15 Drama 5303","Performance Theory","3.0 Units","01","-T-R---","11:30A-12:50P","Mallinckrodt / 326   ","Camp","Paper/Project/Take Home","12","0","0"
"2300","L15 Drama 5307","Topics in American Drama: Tennessee Williams","3.0 Units","01","-T-R---","2:30P-3:50P","Mallinckrodt / 326   ","Schvey, Bonfiglio","Paper/Project/Take Home","12","0","0"
"2301","L43 GeSt 1100","Bearprints for Success","1.0 Unit","01","--W----","3:00P-4:50P","S40 Lien / SEMA  ","Johnston","No Final","15","0","0"
"2302","L43 GeSt 1100","Bearprints for Success","1.0 Unit","02","---R---","4:00P-5:50P","S40 Lien / SEMA  ","[TBA]","No Final","15","0","0"
"2303","L43 GeSt 210","Honorary Scholars Program Seminar","1.0 Unit","01","M------","5:30P-6:30P","TBA","Spinks","No Final","0","0","0"
"2304","L43 GeSt 210","Honorary Scholars Program Seminar","1.0 Unit","04","----F--","2:00P-3:50P","TBA","Macias","No Final","0","0","0"
"2305","L43 GeSt 210","Honorary Scholars Program Seminar","1.0 Unit","05","----F--","1:00P-1:50P","TBA","Campa","No Final","0","0","0"
"2306","L43 GeSt 211","Howard Nemerov Program","1.5 Units","01","-T-----","4:00P-5:20P","TBA","Schuman","No Final","12","0","0"
"2307","L43 GeSt 2321","Topics in General Studies: Dialogue across Difference: Race","1.0 Unit","01","-T-----","4:00P-5:20P","TBA","[TBA]","Paper/Project/Take Home","19","0","0"
"2308","L43 GeSt 2321","Topics in General Studies: Dialogue across Difference: Race","1.0 Unit","02","---R---","4:00P-5:20P","TBA","[TBA]","Paper/Project/Take Home","19","0","0"
"2309","L43 GeSt 2321","Topics in General Studies: Dialogue across Difference: Race","1.0 Unit","03","----F--","1:00P-2:20P","TBA","[TBA]","Paper/Project/Take Home","19","0","0"
"2310","L43 GeSt 2322","Topics in General Studies: Dialogue across Difference: Gender","1.0 Unit","01","-T-----","4:00P-5:20P","TBA","[TBA]","Paper/Project/Take Home","19","0","0"
"2311","L43 GeSt 2322","Topics in General Studies: Dialogue across Difference: Gender","1.0 Unit","02","---R---","4:00P-5:20P","TBA","[TBA]","Paper/Project/Take Home","19","0","0"
"2312","L43 GeSt 2322","Topics in General Studies: Dialogue across Difference: Gender","1.0 Unit","03","----F--","1:00P-2:20P","TBA","[TBA]","Paper/Project/Take Home","19","0","0"
"2313","L43 GeSt 2323","Topics in General Studies: Dialogue across Difference: Politics","1.0 Unit","01","-T-----","4:00P-5:20P","TBA","[TBA]","Paper/Project/Take Home","19","0","0"
"2314","L43 GeSt 2323","Topics in General Studies: Dialogue across Difference: Politics","1.0 Unit","02","---R---","4:00P-5:20P","TBA","[TBA]","Paper/Project/Take Home","19","0","0"
"2315","L43 GeSt 2323","Topics in General Studies: Dialogue across Difference: Politics","1.0 Unit","03","----F--","1:00P-2:20P","TBA","[TBA]","Paper/Project/Take Home","19","0","0"
"2316","L43 GeSt 2324","Topics in General Studies: Dialogue across Difference: Interfaith","1.0 Unit","01","-T-----","4:00P-5:20P","TBA","[TBA]","Paper/Project/Take Home","19","0","0"
"2317","L43 GeSt 2324","Topics in General Studies: Dialogue across Difference: Interfaith","1.0 Unit","02","---R---","4:00P-5:20P","TBA","[TBA]","Paper/Project/Take Home","19","0","0"
"2318","L43 GeSt 2324","Topics in General Studies: Dialogue across Difference: Interfaith","1.0 Unit","03","----F--","1:00P-2:20P","TBA","[TBA]","Paper/Project/Take Home","19","0","0"
"2319","L43 GeSt 242","Designing Your Life: Mapping Your Career Journey at WashU & Beyond","1.0 Unit","01","TBA","","(None) /       ","[TBA]","No Final","0","0","0"
"2320","L43 GeSt 246","Career Education for Chancellor's Fellows","1.0 Unit","01","-T-----","2:30P-3:20P","TBA","Hung","No Final","25","0","0"
"2321","L43 GeSt 246","Career Education for Chancellor's Fellows","1.0 Unit","02","-T-----","3:30P-4:20P","TBA","Hung","No Final","25","0","0"
"2322","L43 GeSt 246","Career Education for Chancellor's Fellows","1.0 Unit","03","--W----","2:00P-2:50P","TBA","Hung","No Final","25","0","0"
"2323","L43 GeSt 246","Career Education for Chancellor's Fellows","1.0 Unit","04","--W----","3:00P-3:50P","TBA","Hung","No Final","25","0","0"
"2324","L43 GeSt 246","Career Education for Chancellor's Fellows","1.0 Unit","05","--W----","4:00P-4:50P","TBA","Hung","No Final","25","0","0"
"2325","L43 GeSt 249","Images of Disability in Film and Literature","3.0 Units","01","-T-R---","4:00P-5:20P","TBA","Kniepmann","No Final","20","0","0"
"2326","L43 GeSt 250","Practical Apps of Academic Mentoring","2.0 Units","01","----F--","3:00P-4:50P","TBA","Daschbach, Kummer","No Final","0","0","0"
"2327","L43 GeSt 250","Practical Apps of Academic Mentoring","2.0 Units","02","----F--","3:00P-4:50P","January Hall / 110   ","Lin","No Final","0","0","0"
"2328","L43 GeSt 250","Practical Apps of Academic Mentoring","2.0 Units","03","----F--","3:00P-3:50P","TBA","Luo","No Final","0","0","0"
"2329","L43 GeSt 250","Practical Apps of Academic Mentoring","2.0 Units","04","----F--","3:00P-4:50P","TBA","Kummer, Mabbs","No Final","0","0","0"
"2330","L43 GeSt 250","Practical Apps of Academic Mentoring","2.0 Units","05","---R---","5:00P-7:00P","TBA","Medeiros da Rosa","No Final","0","0","0"
"2331","L43 GeSt 250","Practical Apps of Academic Mentoring","2.0 Units","06","----F--","3:00P-4:50P","TBA","Mabbs","No Final","0","0","0"
"2332","L43 GeSt 250","Practical Apps of Academic Mentoring","2.0 Units","07","----F--","5:00P-7:00P","TBA","Medeiros da Rosa","No Final","0","0","0"
"2333","L43 GeSt 250","Practical Apps of Academic Mentoring","2.0 Units","08","----F--","5:00P-6:00P","TBA","Schaefer","No Final","0","0","0"
"2334","L43 GeSt 251","Practical Apps of Academic Mentoring","1.0 Unit","01","----F--","3:00P-4:50P","TBA","Daschbach Eckhardt, Kummer","No Final","0","0","0"
"2335","L43 GeSt 251","Practical Apps of Academic Mentoring","1.0 Unit","03","----F--","3:00P-3:50P","TBA","Luo","No Final","0","0","0"
"2336","L43 GeSt 251","Practical Apps of Academic Mentoring","1.0 Unit","04","----F--","3:00P-4:50P","TBA","Kummer, Schuman","No Final","0","0","0"
"2337","L43 GeSt 251","Practical Apps of Academic Mentoring","1.0 Unit","05","---R---","5:00P-7:00P","TBA","Medeiros da Rosa","No Final","0","0","0"
"2338","L43 GeSt 251","Practical Apps of Academic Mentoring","1.0 Unit","06","----F--","3:00P-4:50P","TBA","Mabbs","No Final","0","0","0"
"2339","L43 GeSt 251","Practical Apps of Academic Mentoring","1.0 Unit","07","----F--","5:00P-7:00P","TBA","Medeiros da Rosa","No Final","0","0","0"
"2340","L43 GeSt 251","Practical Apps of Academic Mentoring","1.0 Unit","08","----F--","5:00P-6:00P","TBA","Schaefer","No Final","0","0","0"
"2341","L43 GeSt 260","Emergency Medical Technician Training","3.0 Units","01","MTWR---","6:00P-10:00P","TBA","LeBlanc","See Instructor","0","0","0"
"2342","L43 GeSt 3111","Howard Nemerov Program II","1.5 Units","01","-T-----","4:00P-5:20P","TBA","Schuman","No Final","19","0","0"
"2343","L43 GeSt 375","Disability, Quality of Life & Community Responsibility","3.0 Units","01","M-W----","4:00P-5:20P","TBA","Kniepmann","No Final","20","0","0"
"2344","L75 JIMES 1012","First-Year Modern Hebrew II","3.0 Units","01","M-W-F--","9:00A-9:50A","TBA","Tamir","May  3 2024  8:00AM - 10:00AM","15","0","0"
"2345","L75 JIMES 1012","First-Year Modern Hebrew II","3.0 Units","02","M-W-F--","10:00A-10:50A","TBA","Tamir","May  6 2024 10:30AM - 12:30PM","15","0","0"
"2346","L75 JIMES 1012","First-Year Modern Hebrew II","3.0 Units","03","M-W-F--","11:00A-11:50A","TBA","Weinberg","May  7 2024 10:30AM - 12:30PM","15","0","0"
"2347","L75 JIMES 1020","First-Year Seminar: The New Arab Gulf: Migrants, Weirdos, and Rebels","3.0 Units","01","-T-R---","3:00P-4:50P","TBA","Husain","Paper/Project/Take Home","12","0","0"
"2348","L75 JIMES 108D","Beginning Arabic II","5.0 Units","01","MTWRF--","10:00A-10:50A","TBA","Bennis","No Final","15","0","0"
"2349","L75 JIMES 108D","Beginning Arabic II","5.0 Units","02","MTWRF--","11:00A-11:50A","TBA","Bennis","No Final","15","0","0"
